step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1
300.0,1.390803575515747,0.5198783910196445,0.4525827781049803,0.5343202730276527,0.5198783910196445
600.0,1.2759790420532227,0.6038353601496725,0.5192208100976416,0.6081908966955099,0.6038353601496725
900.0,0.5876497626304626,0.637043966323667,0.5471632612876935,0.6337034106114715,0.637043966323667
1200.0,0.8032073974609375,0.6134237605238541,0.5333556252013287,0.614629638901363,0.6134237605238541
1500.0,0.9619002938270569,0.5912067352666043,0.5213816080069043,0.5970392086330256,0.5912067352666043
1800.0,0.6172122955322266,0.612488306828812,0.5378085233602217,0.6236532454064173,0.612488306828812
2100.0,0.5917103886604309,0.6559869036482694,0.5852810152471302,0.6606794664385345,0.6559869036482694
2400.0,0.8989608287811279,0.6297942001870908,0.5648516347983792,0.6382169111533622,0.6297942001870908
2700.0,0.7149559855461121,0.6723573433115061,0.6027721576249517,0.6752141490554364,0.6723573433115061
3000.0,0.876272439956665,0.6435921421889617,0.5614790838050164,0.6443122026022985,0.6435921421889617
