step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1,prompt_token_weight_0,prompt_token_weight_1,prompt_token_weight_2,prompt_token_weight_3,prompt_token_weight_4,prompt_token_weight_5,prompt_token_weight_6,prompt_token_weight_7
300.0,1.148504614830017,0.5381921645874371,0.420066030562242,0.5335691000114849,0.5381921645874371,0.12601305544376373,0.12480013072490692,0.12428560107946396,0.12551991641521454,0.1248854249715805,0.12491151690483093,0.12517152726650238,0.12441276013851166
600.0,1.3247443437576294,0.5419128912234624,0.4319558645739082,0.5266187882147104,0.5419128912234624,0.12589795887470245,0.12478659301996231,0.1242499127984047,0.12567545473575592,0.12484877556562424,0.12507234513759613,0.12493059784173965,0.12453840672969818
900.0,0.8903374671936035,0.5933464653096958,0.5271788553090162,0.6104659122175032,0.5933464653096958,0.12572908401489258,0.12443381547927856,0.12413841485977173,0.1259293407201767,0.12519234418869019,0.12517425417900085,0.12493140250444412,0.1244712769985199
1200.0,1.1930221319198608,0.5891880061282556,0.48427227500543146,0.5917447676109534,0.5891880061282556,0.1258743852376938,0.12447744607925415,0.12424778193235397,0.12612952291965485,0.12476976215839386,0.12502869963645935,0.12473844736814499,0.12473394721746445
1500.0,0.8552864193916321,0.6075727730356753,0.5466465019588944,0.6249232469556789,0.6075727730356753,0.12515418231487274,0.1246732771396637,0.12466608732938766,0.12631800770759583,0.12501417100429535,0.12446296215057373,0.1253351867198944,0.12437615543603897
1800.0,0.9061402082443237,0.6156708251258481,0.5223025859071097,0.6123326277190699,0.6156708251258481,0.12503336369991302,0.1241750717163086,0.1251049041748047,0.12716342508792877,0.12479725480079651,0.12468571960926056,0.1253996640443802,0.12364058196544647
2100.0,1.2202366590499878,0.6117312322171153,0.5165171959265213,0.6199503817029349,0.6117312322171153,0.1251777857542038,0.12338165193796158,0.12561531364917755,0.12673521041870117,0.1240193322300911,0.12449527531862259,0.12585853040218353,0.1247168779373169
2400.0,0.8331935405731201,0.6456555044867586,0.5557821237938113,0.6462232662751636,0.6456555044867586,0.1250879317522049,0.12310148775577545,0.12528473138809204,0.12669134140014648,0.12469108402729034,0.12469757348299026,0.12547411024570465,0.12497176229953766
2700.0,0.8764968514442444,0.6082293718537973,0.5560788325141819,0.6111052214209873,0.6082293718537973,0.12456576526165009,0.1231006383895874,0.12617161870002747,0.1273586004972458,0.12419740110635757,0.12430493533611298,0.12557238340377808,0.12472869455814362
3000.0,0.899385929107666,0.6627270737579339,0.5705631371270287,0.6602271618303026,0.6627270737579339,0.12437822669744492,0.12301339954137802,0.12653900682926178,0.12692540884017944,0.1239602193236351,0.12437272816896439,0.12545961141586304,0.12535135447978973
