model,accuracy,macro_f1,weighted_f1,zero_shot_macro_f1,zero_shot_accuracy
whisper-base,0.5235418973791067,0.49060818402723094,0.5461098648487052,0.6044712613980404,0.652915291529153
MS-HuBERT,0.528218899963086,0.4792482678254122,0.5437026697887777,0.5679920216862495,0.6296296296296297
MR-HuBERT,0.5415300849021779,0.4722820587848389,0.5598973382073279,0.5436117981345369,0.6261459479281262
mHuBERT-147,0.5243872277593208,0.45699989521901946,0.5375084815342037,0.4748432771414694,0.5119178584525119
allophant-hierarchical-hfcache,0.412764857881137,0.3584745275228606,0.4317194701995439,0.40923464695699335,0.5672900623395672
wav2vec2-xls-r-300m-hfcache,0.1878054632705795,0.16233725525540763,0.20128249423027406,0.1333511521316681,0.2841950861752842
wav2vec2-large-robust-hfcache,0.1466315983757844,0.1166344284652607,0.1454158665204258,0.07894730452880824,0.26916024935826915
