step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1,prompt_token_weight_0,prompt_token_weight_1,prompt_token_weight_2,prompt_token_weight_3,prompt_token_weight_4,prompt_token_weight_5,prompt_token_weight_6,prompt_token_weight_7
300.0,0.9835464358329773,0.550173869846001,0.46473745598511074,0.5348199782049056,0.550173869846001,0.12630973756313324,0.124250128865242,0.12420423328876495,0.12617619335651398,0.12539225816726685,0.12435692548751831,0.12361489236354828,0.1256955862045288
600.0,0.8567116856575012,0.5946348733233979,0.5416505758722041,0.5892509122410126,0.5946348733233979,0.12651647627353668,0.12431766837835312,0.12459329515695572,0.12581944465637207,0.1255246102809906,0.12416725605726242,0.1236443817615509,0.1254168301820755
900.0,1.0707719326019287,0.5797317436661699,0.5085152764455221,0.5875469587426185,0.5797317436661699,0.12686066329479218,0.12404511123895645,0.12433241307735443,0.1258743405342102,0.12546412646770477,0.12502220273017883,0.12320376932621002,0.1251974105834961
1200.0,0.8288381099700928,0.6403378042722305,0.5712241837854335,0.642103800968008,0.6403378042722305,0.12674064934253693,0.1232050210237503,0.12385381758213043,0.12608106434345245,0.12535497546195984,0.12600184977054596,0.12383172661066055,0.12493088841438293
1500.0,0.6730674505233765,0.6572280178837556,0.5915236100623633,0.6611874024384969,0.6572280178837556,0.12566298246383667,0.12401730567216873,0.12429894506931305,0.12601615488529205,0.12511272728443146,0.12543858587741852,0.12465645372867584,0.12479691952466965
1800.0,0.8565439581871033,0.613263785394933,0.5569210364478583,0.6139658367759513,0.613263785394933,0.12493513524532318,0.12466785311698914,0.1239340528845787,0.1259426325559616,0.12542925775051117,0.12533774971961975,0.12434707581996918,0.12540630996227264
2100.0,0.8594192862510681,0.6537506209637357,0.5900318775775981,0.6597014880287018,0.6537506209637357,0.1255248636007309,0.1244061216711998,0.1235005334019661,0.12620840966701508,0.12500445544719696,0.12594681978225708,0.1237788200378418,0.1256299912929535
2400.0,0.8167566657066345,0.6405861897665176,0.5776070057196987,0.6491289571728739,0.6405861897665176,0.12539932131767273,0.12521477043628693,0.1233854591846466,0.12561674416065216,0.12507037818431854,0.12596872448921204,0.12352608144283295,0.12581846117973328
2700.0,0.6843683123588562,0.6669150521609538,0.6018861497451681,0.6684571308411805,0.6669150521609538,0.12573662400245667,0.12564188241958618,0.12307275086641312,0.12522536516189575,0.12548793852329254,0.126387819647789,0.12295613437891006,0.12549149990081787
3000.0,0.6694115996360779,0.6808246398410333,0.621293238270385,0.6852638401667495,0.6808246398410333,0.12493813037872314,0.12506821751594543,0.12307602912187576,0.12548679113388062,0.12563154101371765,0.12640616297721863,0.1232079491019249,0.12618519365787506
