model,accuracy,macro_f1,weighted_f1,zero_shot_macro_f1,zero_shot_accuracy
wav2vec2-xls-r-300m-hfcache,0.1973758012820512,0.15973401021464076,0.19835357996200323,0.14414707830442325,0.24723538704581358
