model,resolved_model,target,protocol,k,splits,train_scheme,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_macro_f1,zero_shot_accuracy,time_sec
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Gaochun,loro,4,100,last_layer,0.1973758012820512,0.03356428010190172,0.15973401021464076,0.0210206724107814,0.19835357996200323,0.03814896245714176,0.14414707830442325,0.24723538704581358,203.912993112579
