model,resolved_model,target,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_macro_f1,zero_shot_accuracy,time_sec
hubert-base-ls960,hubert-base-ls960,Huangshan,0.3760141433622631,0.04603577461243438,0.316365958784963,0.03270035251253738,0.39273974262199607,0.050890321580643626,0.4200509064234395,0.5447427293064877,181.80067474767566
