step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1
300.0,0.9757065176963806,0.5529061102831595,0.4866785277214121,0.5485930914156736,0.5529061102831595
600.0,0.6904447674751282,0.6075509190263289,0.5434376307520234,0.6077380639301635,0.6075509190263289
900.0,0.9770688414573669,0.6100347739692003,0.5235378238451054,0.609362124775375,0.6100347739692003
1200.0,0.7139745950698853,0.6462990561351217,0.5768407764371476,0.6483829859977552,0.6462990561351217
1500.0,0.7769776582717896,0.6733730750124193,0.5961232630954462,0.6735366590577211,0.6733730750124193
1800.0,0.9192976951599121,0.6234475906607054,0.5714033697537024,0.6285458345121834,0.6234475906607054
2100.0,0.8119983673095703,0.6420765027322405,0.5920872238736605,0.6523321264114916,0.6420765027322405
2400.0,0.6610894799232483,0.6646795827123696,0.609712010044901,0.6695801637247232,0.6646795827123696
2700.0,0.5866457223892212,0.6915052160953801,0.6344538223729211,0.6940924027632476,0.6915052160953801
3000.0,0.5972962379455566,0.7041728763040238,0.636339363416604,0.7064049282277337,0.7041728763040238
