step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1
300.0,1.3907519578933716,0.5203461178671656,0.4531355739465067,0.5349575711285947,0.5203461178671656
600.0,1.2705564498901367,0.6028999064546305,0.517792327431805,0.6069248621583875,0.6028999064546305
900.0,0.5916943550109863,0.6372778297474275,0.5463302007167209,0.6332875558903234,0.6372778297474275
1200.0,0.789330244064331,0.6206735266604303,0.5400223520948845,0.6200035405311852,0.6206735266604303
1500.0,0.9398623704910278,0.6031337698783911,0.5281770694798298,0.6056893845149993,0.6031337698783911
1800.0,0.6603154540061951,0.6045369504209541,0.5316148289923317,0.6158134339585809,0.6045369504209541
2100.0,0.5689892768859863,0.6573900841908326,0.5853722020122656,0.6604145003868936,0.6573900841908326
2400.0,0.9042907953262329,0.6244153414405987,0.5571038352457545,0.6325191101859087,0.6244153414405987
2700.0,0.688032865524292,0.6681478016838166,0.6023338023434262,0.671495615268902,0.6681478016838166
3000.0,0.884903073310852,0.637511693171188,0.553051628380706,0.6380629668490706,0.637511693171188
