model,resolved_model,target,protocol,k,splits,train_scheme,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_macro_f1,zero_shot_accuracy,time_sec
wav2vec2-large-robust-hfcache,wav2vec2-large-robust-hfcache,Lishui,loro,4,100,last_layer,0.15591635916359162,0.03599453907581027,0.12498402389827923,0.018444829910630046,0.15424928854317005,0.03538209947896336,0.07398720416029109,0.2641395908543923,213.52810308150947
