step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1
300.0,1.2521077394485474,0.5493477725818361,0.39869118786998353,0.5146950156672156,0.5493477725818361
600.0,0.9402027726173401,0.631060792517844,0.5637641776595915,0.6325753381010919,0.631060792517844
900.0,1.4136266708374023,0.5926655180900812,0.4916990722440054,0.6011067612190547,0.5926655180900812
1200.0,1.023584008216858,0.6421363524489294,0.5843651397244803,0.6511467287181607,0.6421363524489294
1500.0,0.9402859210968018,0.6359832635983264,0.5809632620226923,0.641391707912653,0.6359832635983264
1800.0,0.6992462277412415,0.6770858971203544,0.6027742369250282,0.674128173914618,0.6770858971203544
2100.0,0.4553358554840088,0.6655180900812208,0.6119107159103363,0.6717791646409056,0.6655180900812208
2400.0,0.7797687649726868,0.6381983755845434,0.5536825717971352,0.6339378780549334,0.6381983755845434
2700.0,1.1784939765930176,0.6492739355156288,0.5773222577956676,0.6542030561925173,0.6492739355156288
3000.0,0.5520538687705994,0.6554270243662319,0.5982173194539109,0.6587216879572616,0.6554270243662319
