step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1
300.0,0.9104577898979187,0.5699022505114799,0.48800265524044406,0.569979753277623,0.5699022505114799
600.0,0.7455142736434937,0.6005910434189589,0.5271652158244614,0.6089710129579953,0.6005910434189589
900.0,1.1738201379776,0.6285519436235508,0.5472275286238867,0.6279366039010968,0.6285519436235508
1200.0,1.282862901687622,0.6278699704478291,0.5405666586384241,0.6297922401150255,0.6278699704478291
1500.0,1.1117433309555054,0.6160491020686519,0.5413821100438072,0.6187222369680738,0.6160491020686519
1800.0,0.8004000186920166,0.6451466242327801,0.566680859297662,0.6527765971811236,0.6451466242327801
2100.0,0.7606520056724548,0.6569674926119573,0.5760427343831979,0.6629350532081646,0.6569674926119573
2400.0,1.0761868953704834,0.6415094339622641,0.5309243782797105,0.6318077532485885,0.6415094339622641
2700.0,0.642253041267395,0.688338258695158,0.6090697489025769,0.6877361412505146,0.688338258695158
3000.0,0.6774771809577942,0.7017503978176859,0.6278512382106444,0.7022896001857082,0.7017503978176859
