step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1,prompt_route_mean_0,prompt_route_mean_1,prompt_route_mean_2,prompt_route_mean_3,prompt_route_mean_4,prompt_route_mean_5,prompt_route_mean_6,prompt_route_mean_7,prompt_token_weight_0,prompt_token_weight_1,prompt_token_weight_2,prompt_token_weight_3,prompt_token_weight_4,prompt_token_weight_5,prompt_token_weight_6,prompt_token_weight_7
300.0,0.923142671585083,0.5531544957774466,0.47238002081913805,0.5360412483432417,0.5531544957774466,0.037382572889328,0.6497654914855957,0.06605832278728485,0.03318345546722412,0.09278164058923721,0.034165963530540466,0.035296566784381866,0.05136597529053688,0.12633413076400757,0.12430323660373688,0.12427118420600891,0.12607811391353607,0.1253214031457901,0.12436307966709137,0.12368910759687424,0.12563972175121307
600.0,0.7953817248344421,0.5909090909090909,0.5343985898976702,0.5858119161626907,0.5909090909090909,0.1914563626050949,0.005906467325985432,0.14125823974609375,0.13560840487480164,0.13353011012077332,0.2586181163787842,0.12444813549518585,0.009174157865345478,0.12628227472305298,0.12422619014978409,0.1240626871585846,0.12630708515644073,0.12549354135990143,0.12436313927173615,0.12355516850948334,0.1257099211215973
900.0,1.0436906814575195,0.5586189766517635,0.475508213918979,0.5658497101524562,0.5586189766517635,0.429302453994751,0.015750782564282417,0.038242217153310776,0.038636282086372375,0.05192309617996216,0.0423332080245018,0.0002698733005672693,0.3835420608520508,0.12601310014724731,0.1238698735833168,0.12411115318536758,0.1260090470314026,0.12567944824695587,0.1255243867635727,0.12305064499378204,0.12574242055416107
1200.0,0.7741881012916565,0.6418281172379533,0.5736774712001229,0.6437607930135779,0.6418281172379533,0.0013127390993759036,3.054664921364747e-05,3.2674463000148535e-05,0.00027090415824204683,0.2320822775363922,1.7881935491459444e-05,0.2664816975593567,0.49977126717567444,0.1255359798669815,0.12421193718910217,0.12401986867189407,0.12630139291286469,0.12499362230300903,0.12560123205184937,0.12379952520132065,0.12553641200065613
1500.0,0.7510100603103638,0.6517635370094387,0.5868117688443043,0.6555203331172608,0.6517635370094387,0.34857141971588135,1.7239889515963114e-08,0.32750993967056274,0.000221400085138157,2.845425228770182e-08,8.503320714225993e-08,0.32369211316108704,5.007941581425257e-06,0.12576909363269806,0.12463385611772537,0.12343063205480576,0.1263657957315445,0.12467287480831146,0.1254550665616989,0.12418502569198608,0.12548771500587463
1800.0,0.8037247061729431,0.5958768007948336,0.5384480176896198,0.5962866751152788,0.5958768007948336,7.587648724438623e-05,0.25647109746932983,3.3940148114197655e-07,5.235882781562395e-06,0.1748170107603073,1.3071216926618945e-06,0.3347388803958893,0.23389026522636414,0.12524911761283875,0.12441950291395187,0.12363910675048828,0.12577499449253082,0.12464901804924011,0.12554441392421722,0.12423358112573624,0.1264902502298355
2100.0,0.8231145143508911,0.6443119721808246,0.5895534175886857,0.6545852113711484,0.6443119721808246,0.00025945529341697693,0.261774480342865,2.690537144189875e-07,2.7132045943289995e-06,4.119465213392459e-09,0.1963348388671875,0.5415802001953125,4.806121432920918e-05,0.12550027668476105,0.12412667274475098,0.12322700023651123,0.12562526762485504,0.12481659650802612,0.1261054277420044,0.12415824085474014,0.12644058465957642
2400.0,0.9257967472076416,0.6415797317436661,0.5881693919535761,0.6527655151022176,0.6415797317436661,2.336115585421794e-06,0.17473691701889038,1.8821491494236398e-06,4.393800736579578e-06,4.93852382987825e-07,0.02683158777654171,0.7983946800231934,2.7762427635025233e-05,0.12597815692424774,0.12477920949459076,0.12256496399641037,0.12447582185268402,0.12543737888336182,0.12640607357025146,0.12430958449840546,0.12604880332946777
2700.0,0.6658141613006592,0.6539990064580229,0.5990174309345911,0.6568258985351707,0.6539990064580229,0.08054449409246445,1.1555726814549416e-05,0.849612832069397,0.0005767057300545275,2.6182501642324496e-06,3.3459426049375907e-05,0.06921826303005219,7.07776450781239e-08,0.12607543170452118,0.12413351237773895,0.1224551796913147,0.1251717358827591,0.12558533251285553,0.12698905169963837,0.12438546866178513,0.12520432472229004
3000.0,0.6742817163467407,0.6726279185295578,0.6055138230229126,0.6774222670004558,0.6726279185295578,0.27307960391044617,8.111558713608247e-08,3.9789043171367666e-08,0.0001052501320373267,0.2350694239139557,1.838088792283088e-08,0.24737869203090668,0.24436689913272858,0.12612797319889069,0.12474741041660309,0.12264534085988998,0.1251061111688614,0.12566998600959778,0.12642769515514374,0.1243765726685524,0.12489887326955795
