model,resolved_model,target,protocol,k,splits,train_scheme,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_accuracy,zero_shot_macro_f1,time_sec
wav2vec2-large-robust-hfcache,wav2vec2-large-robust-hfcache,Qingyang,loro,4.0,100.0,last_layer,0.1397371244635193,0.024785721485598582,0.1124403253911254,0.014638729795295758,0.12717767309229844,0.0259824173781947,0.2332624867162593,0.09432145103466699,213.9106841161847
wav2vec2-large-robust-hfcache,wav2vec2-large-robust-hfcache,Suncun,loro,4.0,100.0,last_layer,0.17864643150123047,0.04491424389411621,0.130207076342037,0.02347742746887993,0.18011295532940583,0.0525287623296844,0.29800796812749003,0.08766087237938174,214.7191535178572
wav2vec2-large-robust-hfcache,wav2vec2-large-robust-hfcache,Tongling,loro,4.0,100.0,last_layer,0.17310711365494683,0.048630715790803525,0.14027189928685682,0.026710248918760355,0.17061535926830562,0.050953892548594525,0.31850675138999207,0.11752493910753671,214.1995337512344
wav2vec2-large-robust-hfcache,wav2vec2-large-robust-hfcache,Wuhu,loro,4.0,100.0,last_layer,0.15203473945409426,0.03881892444817435,0.11556683620849513,0.01983884045239517,0.141936121685636,0.041597097045335374,0.3333333333333333,0.10030879269819067,212.51110063306987
wav2vec2-large-robust-hfcache,wav2vec2-large-robust-hfcache,Xuancheng,loro,4.0,100.0,last_layer,0.161161449752883,0.037716747924983224,0.13163881530256022,0.024006866993495486,0.1560633798355653,0.039260782831551565,0.1888,0.08813191648380098,213.42333172261715
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Chizhou,loro,4.0,100.0,last_layer,0.25160022148394245,0.038540346834542966,0.20662436554790706,0.02337772641386195,0.27162140848518573,0.04198843375350386,0.2994132746607994,0.18125933410112405,214.9757547415793
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Dangtu,loro,4.0,100.0,last_layer,0.22465743944636682,0.06685337724027719,0.17461367613798817,0.03486511578732646,0.22825265190075125,0.07386931842024169,0.2911825017088175,0.1513361230599002,214.337018603459
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Fanchang,loro,4.0,100.0,last_layer,0.21993928354584089,0.04482605343076252,0.18361370386833215,0.02316542557941405,0.237507265516447,0.05153257209146526,0.32679738562091504,0.16384388517674153,2904.9955951720476
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Gaochun,loro,4.0,100.0,last_layer,0.1973758012820512,0.03356428010190172,0.15973401021464076,0.0210206724107814,0.19835357996200323,0.03814896245714176,0.24723538704581358,0.14414707830442325,203.912993112579
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Huangshan,loro,4.0,100.0,last_layer,0.2028897460623594,0.041592169027628016,0.1596186048818248,0.018322225419201216,0.21510595866800053,0.04472928125376434,0.40939597315436244,0.14479868725408285,212.70877516269684
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Jingxian,loro,4.0,100.0,last_layer,0.20267555099948745,0.03502670240378015,0.16772301671918227,0.020590289456105013,0.2148512577526434,0.04307405434989561,0.3864832739004924,0.16681604958028562,206.5569603871554
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Lishui,loro,4.0,100.0,last_layer,0.2556703567035671,0.05417579296261634,0.20610744722825147,0.03217580353192557,0.275213033926546,0.0631781260336464,0.2641395908543923,0.20340041406879605,198.17331753112376
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Nanling,loro,4.0,100.0,last_layer,0.23965165298424673,0.035037905127206136,0.20134845428651169,0.020438015630382778,0.2587801753938795,0.042980218500394546,0.4391371340523883,0.19129280364644147,199.82602157443762
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Ningguo,loro,4.0,100.0,last_layer,0.22327478042659976,0.0312588891226604,0.19225050917095315,0.022542951972756086,0.22928975714613065,0.035968496665067635,0.3289315726290516,0.15397444227853585,195.14255661517382
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Qingyang,loro,4.0,100.0,last_layer,0.24360515021459225,0.0345004842102772,0.2058817601205778,0.024239565980472853,0.2620956723248468,0.042248258878921946,0.43756641870350693,0.17877419854759477,191.68518520146608
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Suncun,loro,4.0,100.0,last_layer,0.26186218211648893,0.04421724738797867,0.216008511178796,0.027559282918000985,0.2843292836879984,0.05296959417707675,0.32270916334661354,0.17330071628674965,196.4702977128327
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Tongling,loro,4.0,100.0,last_layer,0.2434587080948487,0.04476274710453649,0.20651679114599766,0.028580823796775266,0.2544861434227952,0.05286542164036173,0.41223193010325654,0.15438582894965874,198.46393774077296
wav2vec2-xls-r-300m-hfcache,wav2vec2-xls-r-300m-hfcache,Wuhu,loro,4.0,100.0,last_layer,0.2518031430934657,0.03898352166803868,0.20301668376078377,0.023075232169542798,0.2725463301733509,0.04316293496479658,0.3863453815261044,0.2050789843099884,197.66325263492763
