step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1
200.0,1.4689335823059082,0.5234964694424153,0.4348899133261008,0.5330891986113787,0.5234964694424153
400.0,1.2481311559677124,0.589481373265157,0.5055828513630273,0.5966955755227096,0.589481373265157
600.0,1.0182902812957764,0.5948380813245678,0.49788540734678677,0.5847254850326883,0.5948380813245678
800.0,1.3533124923706055,0.6021426832237643,0.4999254179997773,0.6028442861851064,0.6021426832237643
1000.0,1.4173327684402466,0.5982468955441929,0.5312655314387269,0.6098253267616087,0.5982468955441929
1200.0,0.7842077612876892,0.6177258339420502,0.5473627678079073,0.621747367254031,0.6177258339420502
1400.0,0.8759341239929199,0.6206476747017288,0.5281899071020068,0.6219943244397595,0.6206476747017288
1600.0,1.1374613046646118,0.6009252495738983,0.5127244860453022,0.602238024638047,0.6009252495738983
1800.0,0.5196714997291565,0.6547358168979791,0.5715787665134369,0.6534500231473335,0.6547358168979791
2000.0,0.7705610990524292,0.6167518870221573,0.5293689655720455,0.6230201639916388,0.6167518870221573
2200.0,0.7324610948562622,0.635500365230095,0.558954147285225,0.640002229382845,0.635500365230095
2400.0,0.5117602944374084,0.6245434623813002,0.5311244241383837,0.6262685416508532,0.6245434623813002
2600.0,0.6692265868186951,0.6369612856099343,0.5608930049413859,0.6435251792666997,0.6369612856099343
2800.0,0.7569699287414551,0.6644752860969078,0.587706042124267,0.6672833167290516,0.6644752860969078
3000.0,1.0567302703857422,0.6357438519600682,0.5491429569648896,0.6377766016356583,0.6357438519600682
