model,resolved_model,target,protocol,k,splits,train_scheme,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_macro_f1,zero_shot_accuracy,time_sec
MS-HuBERT,MS-HuBERT,Nanling,loro,4,100,last_layer,0.5479853561127136,0.03659687133690598,0.5021175025460676,0.029619858476296525,0.5562287013288119,0.04163689461233449,0.5856744707063856,0.6335020911292097,160.16073212772608
