model,resolved_model,target,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_macro_f1,zero_shot_accuracy,time_sec
hubert-base-ls960,hubert-base-ls960,Lishui,0.4328782287822879,0.055350485861719645,0.38575632287668427,0.04403223301676744,0.4325036444350773,0.06824384379500789,0.47721531041880183,0.529482551143201,178.45170914009213
