model,resolved_model,target,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_macro_f1,zero_shot_accuracy,time_sec
wav2vec2-base,wav2vec2-base,Wuhu,0.3032092638544251,0.050105503390134136,0.2612640119475327,0.035478054961586646,0.32436290866114836,0.05748262529551189,0.39345819475372523,0.46184738955823296,214.67809039913118
