model,resolved_model,target,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_macro_f1,zero_shot_accuracy,time_sec
wav2vec2-base,wav2vec2-base,Xuancheng,0.34167215815485996,0.04329582559902181,0.31590229989868723,0.032945392840152084,0.33889444727429335,0.052356796827761606,0.4266575469153542,0.4704,199.86177409254014
