step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1
300.0,0.9115133285522461,0.5699022505114799,0.4881250538108307,0.5700934419817544,0.5699022505114799
600.0,0.7489659786224365,0.5994544214594226,0.5256065078720454,0.6079224417822571,0.5994544214594226
900.0,1.1798713207244873,0.6292339167992725,0.5479702487329917,0.6288572818148261,0.6292339167992725
1200.0,1.2796642780303955,0.6267333484882928,0.5430943947767329,0.6287900403575102,0.6267333484882928
1500.0,1.130251169204712,0.6162764264605592,0.5393920784963951,0.6196867006054025,0.6162764264605592
1800.0,0.7754892706871033,0.6451466242327801,0.5685344756157743,0.6528097611698621,0.6451466242327801
2100.0,0.7409728169441223,0.6631052511934531,0.5796858757953705,0.669360805413731,0.6631052511934531
2400.0,1.0875393152236938,0.6380995680836554,0.5277707734574747,0.6262860464018756,0.6380995680836554
2700.0,0.7127994894981384,0.678335985451239,0.6014862691287357,0.678249497699908,0.678335985451239
3000.0,0.7217121720314026,0.6947033416685611,0.6242662016736359,0.6972315906553431,0.6947033416685611
