step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1
300.0,1.1063498258590698,0.5530035335689046,0.466617894799873,0.5555584332136633,0.5530035335689046
600.0,0.9724910259246826,0.5817137809187279,0.4831312385767153,0.5915380396098219,0.5817137809187279
900.0,1.4904887676239014,0.5881183745583038,0.5040900275678256,0.5903152272469365,0.5881183745583038
1200.0,0.6808122396469116,0.6406802120141343,0.5579185765897013,0.6388651451872134,0.6406802120141343
1500.0,0.8615010380744934,0.6150618374558304,0.5273678949114037,0.6180418948777691,0.6150618374558304
1800.0,0.8647477030754089,0.6261042402826855,0.5461479866475479,0.6256635875675938,0.6261042402826855
2100.0,0.4679328203201294,0.6532685512367491,0.5779416882602821,0.651907641871892,0.6532685512367491
2400.0,0.8209562301635742,0.6506183745583038,0.5660775998503925,0.655584790810949,0.6506183745583038
2700.0,0.8035514950752258,0.6318462897526502,0.5650587491650424,0.6350059119435238,0.6318462897526502
3000.0,0.6775987148284912,0.6707155477031802,0.5981318901582344,0.675753681161447,0.6707155477031802
