model,resolved_model,target,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_macro_f1,zero_shot_accuracy,time_sec
hubert-base-ls960,hubert-base-ls960,Gaochun,0.33993589743589736,0.03583340377357381,0.30727753808341285,0.028145880677957612,0.3339578285806562,0.04285823566854825,0.3748928170931754,0.42417061611374407,178.26496713235974
