Model,03池州,04青阳,06铜陵,08泾县,10南陵,11黄山,12宁国,14溧水,Mean
RC-MemNet,0.6536308484335297,0.6445575466636169,0.5968241826365687,0.42835863847530686,0.6160375214473184,0.46835130564100724,0.5971233405569805,0.5619281483195437,0.5708514415217341
