Model,03池州,04青阳,06铜陵,08泾县,10南陵,11黄山,12宁国,14溧水,Mean
RC-MemNet,0.7177021040974529,0.7139940987124462,0.686484055600981,0.5397471382197164,0.6755735522520523,0.604704275152684,0.6589836888331242,0.607859778597786,0.6506310864332804
