Model,03池州,04青阳,06铜陵,08泾县,10南陵,11黄山,12宁国,14溧水,Mean
RC-MemNet,71.77 ± 0.42,71.40 ± 0.42,68.65 ± 0.36,53.97 ± 0.41,67.56 ± 0.51,60.47 ± 0.55,65.90 ± 1.90,60.79 ± 0.76,65.06 ± 6.18
