model,accuracy,macro_f1,weighted_f1,zero_shot_macro_f1,zero_shot_accuracy
allophant-hierarchical-hfcache,0.2601264308901418,0.23269288685845269,0.25891542060848005,0.2882097819656525,0.32416369502462217
