model,resolved_model,target,accuracy,accuracy_std,macro_f1,macro_f1_std,weighted_f1,weighted_f1_std,zero_shot_macro_f1,zero_shot_accuracy,time_sec
hubert-base-ls960,hubert-base-ls960,Fanchang,0.46355798421372185,0.044721874874257515,0.4296374053528453,0.03937016222864734,0.47297230806731966,0.051651275545005954,0.5306202751264798,0.5638740344622698,180.99505797959864
